X01,X02,X03,X04,X05,X06,X07,X08,X09,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23
5937,145135,-19,2,38,-17,-10,4942,5037,146058,130237,152772,1,5296,-8,1,-15,145172,212898,5059,5863,6,152481
5161,166779,-19,2,43,-17,-10,9435,49930,128709,131818,95997,2,30573,-8,2,-15,126305,161593,19130,29601,6,147876
1047,2704,-22,2,34,-23,-13,2438,2524,244,2896,2604,1,0,-8,2,-19,2341,114087,2739,2072,2,2006
514,65605,-19,2,30,-17,-10,5414,3446,51751,104718,57521,3,1467,-8,2,-15,85578,169992,1036,912,6,19528
0,146350,-19,2,35,-17,-4,24578,0,158926,148758,156237,2,11638,-8,1,-15,154324,177485,5879,5985,14,162322
0,183,-25,2,34,-5,-4,4580,153,1859,55767,1820,1,0,-8,2,-23,5110,156753,3771,0,6,1107
8731,149791,-13,1,48,-17,-4,1919,6022,129217,148151,131676,1,3883,-8,1,-7,170881,226261,5227,2756,6,86630
8189,34372,-19,2,40,-5,-4,6602,0,42743,32966,39040,2,977,-4,2,-15,37382,160453,9023,7190,6,54538
4869,118695,-19,2,37,-5,-4,11362,3950,110481,107979,103133,1,4005,-8,1,-15,102797,110930,0,4667,6,110943
1851,77793,-19,2,37,-17,-10,4293,2997,59764,108541,64810,1,2109,-8,1,-15,98070,441298,2911,1622,6,33308
1503,154452,-13,1,34,-17,-10,8326,6720,109002,162917,128289,1,4144,-8,1,-15,164005,143251,5171,1940,6,51499
1864,19763,-19,1,50,-17,-10,1365,1193,5375,16684,7778,1,124,-8,2,-15,18316,19263,1002,100,6,4999
2216,47728,-19,2,37,-17,-10,1946,8130,47431,82815,53328,2,1614,-8,1,-15,61636,83040,2036,2085,6,48866
376,424,-25,2,60,-29,-16,567,460,246,601,407,2,241,-12,2,-23,446,81042,380,914,-2,913
1556,2702,-25,2,28,-29,-16,2539,2700,1615,2533,2653,2,1757,-12,1,-23,2896,607359,2561,26331,-2,29423
6347,13201,-22,1,41,-17,-13,9594,12645,1354,12834,5419,4,1211,-10,1,-19,9933,297360,5377,27610,2,25435
2159,48630,-19,1,26,-17,-10,1937,2024,44615,49271,46352,2,1301,-8,1,-15,47598,51507,1937,1951,6,46696
0,0,-19,2,30,-29,-16,0,0,2072,3296,0,2,2061,-10,1,-15,0,20120,0,0,6,2073
513,13082,-19,1,24,-17,-4,1935,983,12721,29801,13706,3,373,-8,1,-15,28432,49940,1140,494,6,9106
2052,46608,-19,1,25,-17,-10,3248,1906,51638,49802,45956,2,1938,-8,1,-15,49571,122195,1777,2021,6,51990
557,14413,-19,2,44,-17,-10,1306,1336,15834,13861,16086,3,560,-8,1,-15,13789,39461,1242,631,6,17064
0,0,-22,2,34,-23,-13,330,0,0,2751,29360,1,0,-10,2,-19,323,125682,28371,0,-2,0
0,0,-25,1,39,-29,-16,4126,0,0,14494,0,5,0,-12,1,-23,3292,272895,0,0,-2,0
5172,100325,-22,1,38,-17,-10,7334,7117,48975,124415,76293,1,6078,-8,1,-15,109361,169381,6531,4967,6,40747
0,0,-22,2,35,-29,-16,0,0,0,88695,0,1,0,-12,1,-19,0,71060,0,55700,2,61410
3248,130751,-19,1,33,-17,-10,5815,5672,125129,130506,128275,1,5492,-8,1,-15,121547,356365,8167,5049,6,136269
0,392,-22,1,32,-23,-13,427,379,851,391,0,2,833,-10,1,-19,392,19674,0,0,2,0
6347,-104,-19,2,34,-23,-16,0,0,145568,39441,2239,1,144120,-10,2,-15,-106,342687,2414,6460,6,163546
0,6321,-25,1,50,-29,-16,8269,6038,0,0,1099,1,0,-12,1,-23,8844,506659,1084,0,-2,0
0,19505,-16,1,56,-17,-10,970,1295,14973,17857,18991,3,284,-8,1,-7,21029,18902,418,1018,6,7708
6690,185183,-19,2,34,-17,-10,8851,6537,192435,197351,188469,3,5762,-8,2,-15,206389,223302,6152,6583,6,196229
563,17491,-13,2,24,-17,-10,2056,1678,17892,14784,17978,2,1020,-8,2,-15,18109,20706,644,821,6,20093
0,10259,-22,1,25,-17,-4,0,0,16054,10607,9305,2,5290,-8,2,-3,10178,51997,206,0,6,0
3078,58164,-19,2,27,-17,-10,4042,3731,64145,56255,66716,1,3489,-8,2,-15,59021,167319,3482,3212,6,67264
408,68603,-19,1,27,-17,-10,4698,3288,10120,166775,10369,2,961,-8,2,-15,115288,167769,506,1006,6,11169
314,6662,-13,2,52,-17,-4,3527,0,9444,3753,8350,2,1096,-8,2,-7,7659,52812,1562,0,14,9923
2080,3210,-25,1,48,-29,-16,5453,2834,2726,4074,14350,2,2561,-12,1,-23,5570,272847,13125,2367,-2,2629
298,25372,-13,1,38,-17,-4,1308,0,18065,26466,29595,3,986,-8,1,-7,30281,90999,1963,1029,6,14225
784,26674,-19,1,55,-17,-10,1469,1375,27744,25918,27443,2,977,-8,1,-15,25607,59504,922,1037,6,25350
1107,8263,-25,1,46,-29,-16,353,8331,1553,398,980,3,1582,-12,1,-23,338,149943,886,1439,-2,1319
9188,44035,-25,2,33,-23,-10,2119,39598,16172,1608,33295,2,5008,-8,1,-19,3077,333141,46901,9520,6,21341
1654,114631,-19,1,29,-17,-10,6375,6171,118832,152890,114337,2,6282,-8,1,-15,100459,198345,5420,3100,6,57786
3557,96920,-13,2,36,-5,-4,8421,3802,94235,97678,98882,3,3849,-8,1,-7,103529,80311,0,3809,6,92955
11453,390683,-19,1,36,-17,-10,17317,15780,415293,416926,398376,2,14951,-8,1,-15,462358,419745,12090,17368,6,391374
227,16338,-19,2,29,-17,-10,1477,2097,8913,44577,13640,1,1911,-8,2,-15,25544,434151,5355,954,6,4573
0,5781,-19,1,41,-23,-13,4836,5338,2816,309720,8450,1,2538,-10,1,-19,4661,235496,9032,0,14,2408
2911,35877,5,2,25,13,8,0,0,35097,40269,34307,2,0,0,2,13,37525,51960,885,0,18,34778
10501,0,-22,1,35,-23,-16,0,0,8984,2950,2842,2,9813,-10,2,-19,0,188559,2898,56682,2,50902
2808,21864,-13,1,49,-17,-10,2546,1413,21036,49291,20678,2,727,-8,1,-15,51198,53251,1999,974,6,22610
702,36926,-19,2,61,-5,-10,2268,3018,26245,38243,25616,3,893,-8,1,-15,36243,46965,0,1983,6,26916
3098,8043,-19,2,32,-17,-10,1542,1412,4493,9575,6982,2,1004,-8,2,-15,7372,415487,1034,3068,6,6823
4066,0,-16,1,43,-29,-16,0,0,0,0,0,1,0,-12,1,-23,0,183141,0,0,-2,0
19875,7323,-19,2,40,-23,-10,4713,1374,6151,25259,4580,2,6588,-10,1,-15,20026,61946,4999,5381,2,5954
3363,104637,-19,2,26,-17,-10,3727,5469,95819,93637,94783,1,3333,-8,2,-15,99655,196259,3287,3181,6,81904
639,25655,-19,1,59,-17,-10,1363,1502,29911,22554,24818,2,756,-8,2,-15,24644,27891,1491,552,6,13838
5147,3294,-25,2,33,-29,-16,47722,3269,11897,-21,3077,1,14049,-12,2,-23,46838,189239,2949,53835,-2,56456
449,533,-16,2,53,-29,-13,166,533,433,0,480,3,378,-12,1,-19,162,252402,492,464,2,414
2193,58147,-19,2,32,-17,-10,2571,2794,55531,58708,52155,3,2125,-8,1,-15,57469,82486,2135,2481,6,60233
0,755,-22,2,45,-17,-13,0,842,0,1400,697,1,0,-8,1,-19,0,149469,0,4093,2,3841
0,29676,-19,2,46,-5,-4,2788,2333,27600,28100,31112,2,626,-4,1,-15,31285,31039,828,1024,14,29494
17409,196435,-19,2,43,-17,-10,9617,22535,193610,175142,189370,1,10448,-8,1,-15,174250,351608,13874,20283,6,207155
8461,378060,-7,2,32,-23,-4,0,0,248260,565819,291970,2,4398,-10,2,-3,585079,364300,955,280398,2,212606
1077,8608,-19,2,39,-17,-10,1227,1234,6156,12142,7539,2,1792,-8,1,-15,10849,304626,1031,1021,6,3642
0,947,-22,1,58,-5,-13,0,1702,-564,374,1239,2,0,-4,1,-19,-267,50606,711,0,-2,-996
0,0,-16,2,31,-29,-16,0,0,0,0,0,1,0,-12,2,-23,0,349036,0,0,-2,0
1132,16993,-19,1,38,-17,-10,1309,1251,19581,16118,19298,2,700,-8,2,-15,16926,50591,1226,756,6,20490
6240,186351,-19,2,26,-17,-10,6426,6616,180614,177186,180555,2,6229,-8,1,-15,176899,526824,6422,6880,6,189889
0,7897,-19,2,52,-5,-10,1005,1961,10638,5728,8634,2,973,-8,1,-15,6409,19502,933,2790,6,12316
1436,15078,-19,1,44,-17,-10,1563,1612,13340,14791,14200,2,1063,-8,1,-15,14765,70514,1447,642,6,11438
16771,202796,-19,1,26,-17,-4,21222,159,180446,179307,178463,1,8448,-8,2,-15,198479,181763,10182,10058,6,192203
0,121535,-13,1,38,-5,-4,5332,4990,120702,115247,115467,3,0,-4,2,-7,123908,114120,4414,8787,14,114221
0,0,-19,2,44,-29,-16,0,7949,0,87609,0,2,0,-12,2,-15,-8069,75534,0,0,-2,0
454,16194,-22,1,36,-23,-13,6459,15706,9681,18195,4826,1,9738,-10,1,-19,6573,144437,4589,9020,2,9773
980,58308,-19,2,26,-17,-10,3871,2085,30671,68250,30057,2,3021,-8,2,-15,58052,496957,981,1275,6,29080
0,0,-16,2,41,-29,-16,0,0,0,0,0,1,0,-12,1,-23,0,349316,0,0,-2,0
0,-5,-19,2,33,-23,-10,22605,0,-23,7384,1191,2,0,-10,2,-15,27707,277522,1149,0,-2,-23
9674,767,-16,1,35,-23,-13,0,933,0,0,43266,2,0,-10,1,-23,0,80586,41741,0,-2,0
15223,14044,-22,1,27,-23,-13,14506,15984,44650,5347,9597,1,47935,-10,2,-19,14543,159061,11191,1287,6,31386
292,288,-22,1,22,-23,-13,290,300,290,290,293,2,319,-10,2,-19,292,99031,287,283,2,320
7181,460152,-19,1,57,-17,-10,9761,7974,228109,217873,236819,1,10306,-8,1,-15,211146,300184,14266,8642,6,233244
1885,202115,-19,2,36,-17,-10,8323,7839,148995,200152,183041,3,6881,-8,1,-15,193050,302601,9535,5368,6,80008
7428,5599,-22,2,47,-23,-13,19493,4780,7899,12101,15512,3,7750,-10,1,-19,20748,54391,14697,2786,2,2834
0,1915,-22,2,24,-23,-13,416,2030,0,2965,348,1,0,-10,2,-19,393,123160,374,786,2,788
0,2384,-25,2,51,-29,-16,11663,2397,0,6639,268,2,0,-12,1,-23,11130,290015,264,3673,-2,3442
0,5269,-22,2,25,-5,-10,1221,2469,5230,1657,5041,1,481,-8,2,-15,2722,18401,0,501,6,5571
12890,14151,-22,2,31,-23,-13,4327,14528,6015,15109,4337,1,6570,-10,2,-19,4239,74314,4181,0,14,152
148,4436,-25,2,36,-29,-16,282,4782,1733,7351,4554,1,1931,-12,2,-23,257,174256,4277,0,-2,0
1835,40763,-19,1,37,-17,-10,2240,2027,46344,39675,40105,1,1977,-8,1,-15,41678,144063,1981,1840,6,46570
2952,1061,-22,2,29,-23,-13,631,1064,1956,818,0,2,1968,-10,2,-19,604,148428,0,0,2,0
83329,63717,-19,2,30,-17,-10,23107,21539,30587,92087,40157,1,1709,-8,2,-15,85337,366090,10601,30493,6,58301
1196,30294,-16,2,53,-17,-10,0,1752,31986,30598,33805,3,1151,-4,1,-7,29111,52453,2998,0,14,30967
6967,14052,-22,2,28,-23,-13,5860,15369,8698,914,14412,1,9156,-10,2,-19,5652,155896,16062,26504,2,25656
0,-835,-16,2,42,-29,-16,0,0,-863,-873,-887,1,0,-12,2,-23,-834,157207,0,4814,2,4184
2158,66123,-19,2,38,-17,-10,2945,2568,46154,80744,48247,3,1921,-8,1,-15,73116,80559,1973,1685,6,51573
0,-11,-16,2,52,-23,-16,0,0,4802,-12,16097,2,4446,-10,1,-23,-12,71784,17024,4161,2,4399
1580,23543,-19,2,38,-17,-4,2562,960,25166,21826,25022,2,1452,-8,2,-15,23510,122334,1010,1407,6,27107
3256,50476,-19,2,36,-17,-10,3322,3143,54392,41708,50565,1,2116,-8,1,-15,44492,165251,2129,1858,6,54446
6583,168516,-19,1,29,-17,-10,7778,10247,128548,199244,144765,1,4794,-8,2,-15,193652,399707,5409,5031,6,151238
0,0,-16,2,36,-29,-16,0,0,0,0,0,1,0,-12,1,-23,0,282348,0,0,-2,0
0,0,-22,1,27,-23,-16,0,0,0,827,10144,1,0,-10,2,-19,0,115969,10098,0,-2,0
1664,20481,-19,2,50,-17,-10,1392,1472,-226,85217,13408,2,0,-8,2,-15,43500,83034,1064,46825,2,47427
1472,41830,-19,2,48,-17,-10,2036,1767,31836,43302,14918,2,1054,-8,1,-15,45418,49008,1948,1858,6,15418
118665,356062,-19,2,47,-17,-10,15414,6781,24767,328845,22943,2,1008,-8,1,-15,324815,357826,1535,2287,6,23437
804,51450,-19,2,33,-17,-10,2398,2020,41460,120224,43665,2,1516,-8,1,-15,55137,441904,1421,1245,6,33806
1028,13206,-13,2,24,-5,-4,3341,178,13243,10021,12534,1,490,-4,2,-7,12493,21276,981,0,14,11441
619,18603,-19,2,22,-17,-10,1429,1347,18811,16111,-1524,2,23876,-10,2,-15,18176,19776,0,0,14,20594
2355,61503,-13,1,29,-17,-10,1995,18333,63068,40413,63480,2,0,-4,1,-15,40570,89336,4504,4729,14,61874
972,17733,-19,2,28,-17,-10,1591,1626,12564,18285,15063,2,1095,-8,1,-15,18161,79838,1336,1001,6,10541
1473,56413,-19,2,26,-17,-10,3756,3098,63378,79869,63048,1,2387,-8,2,-15,83169,90852,2639,2852,6,54524
39952,64941,-16,1,38,-17,-10,0,4034,59356,95347,66814,1,7198,-8,2,-7,65823,28117,5167,1584,6,46315
10790,2092,-16,1,30,-17,-13,19454,3186,5799,-104,9312,1,0,-8,2,-19,17036,146870,8967,9558,2,8943
5183,111168,-19,1,37,-17,-10,3921,6008,125570,106012,110352,2,20324,-8,1,-15,99221,220704,5712,5215,6,129025
3531,61470,-19,2,49,-17,-10,3292,2110,19154,61966,29365,3,865,-8,1,-15,59901,60965,928,21716,6,31661
0,198927,-19,1,64,-17,-10,7446,8769,202742,173954,177062,1,15009,-8,1,-15,177604,275590,6715,8874,14,224242
0,0,-16,2,43,-29,-16,0,0,0,0,0,2,0,-12,1,-23,0,183397,0,0,-2,0
652,985,-16,2,29,-23,-13,138,1049,1617,0,2617,2,1514,-10,1,-23,149,75524,2505,1,6,480
1992,72366,-19,2,37,-17,-10,3882,2426,49919,97504,59933,3,1950,-8,1,-15,79616,208226,2964,2094,6,21283
4250,75416,-19,2,46,-17,-10,4944,5089,82193,79474,88536,2,3086,-8,1,-15,81481,173757,5594,4053,6,93612
634,-608,-16,1,36,-29,-16,0,0,313,0,-1316,1,1493,-10,1,-23,-303,148403,0,788,2,759
2074,124037,-19,2,25,-17,-10,10564,9480,69927,183082,95563,2,1971,-8,2,-15,116603,131093,3307,1969,6,49296
2877,62452,-19,2,30,-17,-10,2925,3171,63480,88073,63144,1,3338,-8,2,-15,68488,161531,2977,2840,6,68739
0,12366,-16,2,31,-17,-10,1623,9734,-19,0,7650,1,0,-8,2,-19,1692,102793,0,0,-2,-18
1345,29733,-19,2,23,-17,-10,1918,1513,33408,28334,30420,2,1870,-4,1,-15,30941,30610,3239,0,14,30337
235,357,-25,2,33,-29,-16,0,374,416,0,0,1,433,-12,2,-23,0,126606,0,0,-2,0
1004,8400,-19,2,23,-17,-10,1475,2051,-579,33660,14208,3,4825,-8,2,-15,7087,48654,6390,28038,2,28692
6479,42945,-7,1,30,-17,-4,0,0,47386,50719,49258,2,2133,-8,1,-3,47032,51529,2034,1851,6,51546
6040,167112,-16,2,27,-17,-4,13101,401,142237,165469,153178,2,4935,-8,2,-7,192176,187853,4957,5021,6,133746
1688,48597,-13,1,40,-5,-4,2616,0,56517,47144,52175,1,0,-4,2,-7,48350,390145,4549,4375,14,53177
16237,168,-25,1,35,-29,-16,5553,166,7443,35706,20532,3,7903,-12,3,-23,4971,91525,19493,9579,-2,8796
362,53918,-19,1,24,-17,-10,2012,2257,9437,51331,49897,2,326,-8,2,-15,47523,52168,1982,457,6,10628
13718,-70,-16,1,33,-29,-16,0,0,-66,-57,-66,2,0,-12,2,-23,-63,57295,0,18074,2,18259
9488,20914,-19,2,26,-17,-10,5096,3438,10863,22311,16617,2,0,-8,2,-15,21216,85430,3226,902,6,9826
0,92,-19,2,29,-5,-4,85,0,347,1314,0,2,356,-10,2,-19,89,105102,0,16468,2,16259
1000,30992,-19,2,30,-17,-10,1958,2126,28312,27755,31713,2,1029,-8,1,-15,30045,46676,2481,1041,6,30883
2764,89067,-19,2,25,-5,-10,4124,7638,76366,91741,84867,2,2477,-8,1,-15,86564,104694,0,2825,6,71847
0,0,-19,2,39,-29,-10,970,0,0,36900,0,3,0,-12,1,-15,10036,83527,0,0,-2,0
4599,87909,-19,2,34,-17,-10,3518,3789,27963,139894,64650,3,942,-8,1,-15,96264,181950,3270,1214,6,29396
106181,1881,-19,2,38,-23,-13,6382,1836,2084,147376,1916,2,1930,-10,2,-15,147525,127488,1839,3155,2,3243
3990,62520,-19,1,27,-17,-10,2966,1383,28648,66196,24378,1,2916,-8,2,-15,72191,79875,15333,1484,6,21610
0,0,-19,2,32,-29,-16,0,0,0,21636,0,3,0,-12,1,-15,0,50163,0,0,-2,0
23961,4631,-22,2,57,-23,-16,6284,5311,82745,7147,25238,1,27864,-10,2,-19,2538,500028,24932,23718,2,23519
4808,165817,-19,2,34,-17,-10,8150,6636,127924,186020,131449,3,5042,-8,1,-15,174651,203668,5363,4496,6,131479
227,3968,-25,2,28,-29,-16,3785,4465,5486,3555,3322,1,5297,-12,2,-23,3362,210704,3222,1088,-2,907
1398,70337,-19,2,24,-17,-10,3326,3925,32757,75525,44735,5,1073,-8,2,-15,75160,78652,2219,1737,6,33806
0,8863,-19,2,29,-17,-13,1196,9060,0,14094,8927,1,0,-8,2,-15,9057,189051,0,0,-2,0
3248,6969,-19,2,33,-17,-10,2874,2997,2471,4140,5417,3,1222,-8,2,-15,7473,185682,2029,1611,6,2164
1042,3949,-19,2,31,-17,-10,2869,1951,7602,7179,7530,1,1926,-8,2,-15,8247,399276,5941,955,6,7680
3723,0,-16,2,49,-23,-16,0,0,2333,0,2094,2,2469,-10,1,-23,0,83885,2051,7433,2,7019
2050,54338,-13,2,36,1,2,5798,0,48802,47327,52952,3,1,-4,1,-7,55744,55061,1,1970,6,50957
6443,51075,-19,2,55,-17,-10,2175,1938,47981,53118,53185,2,1907,-8,1,-15,52587,43503,1709,2017,6,43642
42368,16796,-22,2,39,-23,-13,22616,20172,5929,25124,17033,2,6034,-10,1,-19,21586,321183,17937,15800,2,15333
318,7397,-16,2,39,-5,-4,1984,0,4297,8262,5848,2,0,-4,1,-7,8226,9395,468,608,14,4510
0,48886,-19,1,50,-17,-10,2234,2262,10675,49567,8822,1,985,-8,2,-15,47934,48949,1125,609,6,11367
0,0,-16,2,29,-29,-16,0,0,0,0,0,1,0,-12,2,-23,0,218591,0,0,-2,0
0,17709,-19,2,27,-17,-10,2056,2274,5128,26996,19390,2,969,-8,2,-15,17033,148496,1991,3835,6,9675
124748,0,-25,2,41,-23,-16,0,0,150,0,154,1,160,-10,2,-23,0,402327,135,2141,2,1899
2078,-363,-19,2,40,-29,-16,0,0,-985,10400,-703,2,0,-12,2,-15,-24,381267,0,0,-2,-1351
1435,13342,-16,2,27,-5,-4,1490,1521,13934,12141,13007,2,1115,-4,2,-7,13275,49975,0,0,14,13462
2000,1706,-25,2,40,-23,-16,2347,1814,563,0,550,2,573,-10,1,-23,2739,259804,442,4274,2,4177
123,135,-13,2,27,-23,-13,0,130,125,247,128,2,141,-10,2,-7,133,73706,132,134,2,133
517,964,-22,1,31,-17,-13,493,1019,515,483,1074,1,0,-8,2,-19,492,255169,505,1448,2,1473
927,41902,-16,2,48,-17,-10,0,1936,24330,51808,42239,3,791,-8,1,-7,44989,47468,1832,738,6,20900
1085,1614,-22,2,22,-23,-13,2157,1790,1129,1845,2160,2,0,-8,1,-19,2079,81331,1991,2592,2,2540
0,14822,-16,2,28,-17,-10,0,4672,14625,15119,15515,1,0,-4,2,-7,14314,195413,1018,2006,14,14677
656,34839,-19,1,23,-17,-10,2273,1738,18375,54437,20667,2,673,-8,2,-15,50532,58599,727,757,6,20381
0,31650,-16,1,29,-5,-4,0,3458,31210,30951,29831,1,1983,-8,2,-7,29400,129737,0,3851,6,40077
0,0,-22,2,43,-23,-16,0,0,0,2320,5126,1,0,-10,1,-19,0,212973,4698,940,2,916
3204,29421,-19,1,54,-17,-10,1618,1422,12220,277619,20724,2,2051,-8,1,-15,41289,286643,1507,1918,2,2063
4116,107986,-19,2,36,-17,-10,4242,3878,111432,154856,105729,3,4299,-8,2,-15,104016,277601,4011,4203,6,110850
0,23879,-25,1,34,-29,-16,1619,23747,1170,2234,-5,2,1192,-12,2,-23,1437,318555,0,422,-2,386
1056,1108,-25,2,30,-29,-16,16773,1155,0,7531,0,1,0,-12,2,-23,14870,230066,0,168,-2,162
2073,131696,-19,1,31,-23,-10,8996,7919,45259,165846,3513,1,40356,-10,2,-15,165673,333826,4840,2971,6,39433
587,310,-25,2,42,-29,-16,425,599,-294,415,-311,2,0,-12,1,-23,406,81928,0,0,-2,-292
5041,104155,-19,2,26,-17,-10,4071,4067,89229,132855,105341,1,3158,-8,2,-15,111591,126730,4032,4820,6,75935
551,56560,-19,1,40,-17,-10,8072,6292,756,45298,0,1,397,-10,2,-15,64582,80082,0,359,2,357
0,21843,-16,1,52,-23,-13,4386,26176,10722,0,0,1,10342,-10,1,-19,4122,247819,0,7583,2,7861
0,0,-25,2,35,-29,-16,0,0,3932,5063,0,1,3648,-12,2,-23,0,264693,0,0,-2,0
2404,15919,-19,1,43,-17,-4,1704,1007,15742,15375,16605,2,550,-8,2,-15,16582,21150,1281,600,6,18292
992,64255,-19,1,28,-17,-10,2130,2581,43720,55869,62522,2,1954,-8,2,-15,57831,80422,2967,2118,6,41762
0,97,-22,2,48,-23,-13,0,84,9650,1196,1872,1,9418,-10,1,-19,0,212676,1663,1050,2,1119
44488,48122,-22,2,34,-17,-10,55234,7876,68571,2945,71042,1,0,-8,1,-19,59892,381398,64913,24661,2,25392
5037,104348,-19,2,28,-17,-10,4132,4465,121760,114417,118940,3,4937,-8,2,-15,117807,161842,4823,4844,6,126572
370,614,-25,2,27,-29,-16,1194,647,972,628,856,1,890,-12,2,-23,1136,197056,799,1134,-2,1222
0,51507,-19,1,31,-17,-10,1876,2055,0,44680,46183,3,0,-8,1,-15,49707,49764,1826,0,-2,0
394,18080,-19,2,23,-17,-10,1294,1314,18887,18872,18744,2,735,-8,2,-15,19473,19255,581,831,6,17760
2305,99198,-19,2,30,-17,-10,4039,4664,53221,107304,83836,2,2026,-8,2,-15,111649,149981,5056,1698,6,52705
1769,54514,-22,2,50,-17,-13,2601,47231,48058,2624,48885,2,2128,-8,1,-19,2651,86285,1994,1865,6,47021
5186,121722,-19,1,45,-17,-10,6031,4999,102086,111856,101291,2,3926,-8,1,-15,108278,214276,5694,4148,6,109151
1315,29234,-16,2,66,-17,-10,0,1902,29612,31961,27762,3,1066,-8,1,-7,28644,28609,1240,1119,6,28532
0,98007,-19,1,35,-17,-10,1945,1951,100045,91321,103367,5,2050,-8,1,-15,87827,154171,1930,0,6,0
4863,148187,-16,1,38,-17,-4,6598,0,141495,147184,145277,2,4817,-8,2,-7,135448,144335,6070,4825,6,127428
0,0,-22,2,37,-29,-16,0,0,0,1007,0,2,0,-12,2,-19,0,223335,0,0,-2,0
796,30586,-16,2,23,-5,-4,476,2347,31228,36420,31770,2,1322,-8,2,-7,38204,51180,1491,1687,6,28140
955,31624,-13,1,55,-17,-10,0,1565,24690,42270,26775,2,954,-8,1,-7,42494,51236,1129,928,6,26730
4097,32461,-19,2,22,-17,-10,9434,1976,29586,17988,32571,1,771,-8,2,-15,27255,29458,3160,1971,6,30348
10994,148077,-22,1,62,-17,-10,10980,11362,155736,156309,152857,1,10831,-8,1,-15,166981,445866,10955,11263,6,163603
5130,113788,-19,2,33,-17,-10,5315,4950,118526,117192,114791,2,3965,-8,1,-15,111777,120529,5775,4173,6,114146
7692,22757,-16,1,44,-17,-13,5332,24689,7657,-216,22117,1,9085,-10,1,-19,2162,236012,2027,10795,2,11140
8582,1367,-22,2,39,-23,-13,996,1335,5212,3912,5391,2,6,-8,1,-15,3721,418641,4718,2259,2,2007
4088,83028,-19,2,40,-17,-10,5090,4975,75970,87826,86944,2,3129,-8,1,-15,85209,362961,4851,3036,6,79722
173858,283634,-16,1,27,-17,-10,5,9765,275670,295191,279616,1,6996,-8,1,-7,271072,285007,9941,34,14,119067
405,8565,-19,2,39,-17,-10,1141,1286,9286,6829,7730,2,345,-8,2,-15,7875,21668,545,414,6,9463
1371,57695,-16,1,32,-17,-10,0,2322,39432,69224,38961,3,1384,-8,1,-7,63154,59878,1401,1352,6,41531
5128,63445,-19,1,33,-17,-10,2062,1970,57481,87026,60399,3,1922,-8,2,-15,53370,85602,2129,5216,6,64990
5223,23479,-16,1,30,-17,-10,0,1594,28597,22537,22731,3,2984,-8,1,-7,22344,49422,2065,3141,6,30391
1972,122278,-19,1,25,-5,-10,5147,12855,48475,109786,108155,2,6582,-4,2,-15,112936,140296,0,0,14,49900
0,17068,-16,1,29,-5,-4,490,2013,17321,16020,16723,2,1900,-8,2,-7,17126,17492,0,1701,6,19613
0,11031,-22,1,32,-17,-13,2197,11344,2747,9685,4428,2,2602,-10,2,-19,2280,335049,106,6259,2,5966
1644,3251,-25,2,48,-23,-13,5459,3715,7048,729,3170,3,7708,-10,1,-23,6087,156961,3213,5927,-2,5084
10398,-337,-25,2,50,-29,-16,2,347,-348,4435,-309,1,0,-12,1,-23,-326,302641,0,86814,2,88810
923,722,-16,2,64,-23,-13,1087,707,597,513,544,2,606,-10,1,-19,1092,488207,582,946,2,1016
1155,62450,-19,2,44,-17,-10,3073,1575,28058,63539,30293,3,1169,-8,1,-15,58596,59187,1154,1381,6,27533
2244,65385,-7,2,36,-5,-1,0,2039,45292,82997,46542,1,1628,-8,1,1,71620,68760,0,1537,6,40568
3638,146958,-19,2,37,-17,-10,5854,8671,129587,134215,144586,2,4745,-8,2,-15,135737,158518,5925,5292,6,138537
5161,4067,-22,1,28,-23,-13,4552,4098,2710,7059,2072,1,2582,-10,2,-19,4791,257409,2138,4417,2,3452
412,2219,-13,2,38,-17,-10,785,1867,979,371,372,1,944,-10,1,-19,746,80581,0,0,6,347
2165,9566,-19,2,24,-17,-10,2099,2030,9765,7764,8878,2,472,-8,2,-15,8392,106752,949,1030,6,8781
5353,0,-16,2,41,-29,-16,0,0,0,0,0,3,0,-12,1,-23,0,128925,0,0,-2,0
15107,198747,-13,2,45,-5,-4,0,14571,202257,177969,192803,2,6864,-4,1,-7,186394,290765,7581,0,14,190570
2772,107294,-19,2,42,-17,-10,5267,5920,75298,126574,94895,2,3152,-8,1,-15,120350,134900,3976,5231,6,80476
1738,3081,-22,2,35,-23,-13,1256,2698,2726,3039,4711,3,2791,-10,2,-19,1343,48406,4479,1852,2,1980
0,29859,-19,2,36,-17,-10,1855,2510,31184,25548,32575,3,1286,-8,1,-15,30905,28422,956,846,6,27880
837,15804,-16,1,22,-17,-4,1280,1161,19387,16400,17257,2,644,-8,2,-7,16594,20429,1244,1682,6,20521
13831,250,-22,2,36,-23,-13,0,267,13461,8798,8357,1,5042,-8,1,-19,0,206612,8346,0,6,9966
0,769,-16,1,42,-5,-13,163,826,-675,0,492,2,387,-4,2,-19,151,305754,8,0,-2,-1085
0,0,-19,1,26,-29,-10,2985,0,0,93346,0,2,0,-12,2,-15,61194,136498,0,0,-2,0
5350,890,-25,2,33,-23,-13,1395,873,15354,3956,15501,1,0,-8,1,-19,1297,365930,16072,649,6,680
1923,19338,-19,2,43,-17,-10,8688,1455,17359,44173,18050,3,1027,-8,1,-15,26422,51253,2182,2015,6,15342
